Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Customer_Segment
41221,153,5,12895,5,4,3,Loyal Customers
2712,606,5,16149,1,4,4,Cannot Lose Them
40051,623,8,17999,1,5,4,Cannot Lose Them
8453,691,4,10971,1,3,2,Others
44676,287,10,31670,5,5,5,Champions
8147,115,9,29962,5,5,5,Champions
5440,54,5,10642,5,4,2,New Customers
24714,677,3,10430,1,2,2,Lost
30023,293,4,6120,5,3,1,New Customers
10899,262,5,10540,5,4,2,New Customers
12981,52,8,18165,5,5,4,Champions
47086,294,10,29804,5,5,5,Champions
17938,209,6,9787,5,4,2,New Customers
15247,658,4,9510,1,3,2,Others
41190,24,8,21603,5,5,5,Champions
13982,244,4,4333,5,3,1,New Customers
42258,289,3,11998,5,2,3,New Customers
18832,244,4,12350,5,3,3,Loyal Customers
17230,36,2,9300,5,1,2,New Customers
3690,594,4,7319,1,3,1,Others
33004,18,13,34119,5,5,5,Champions
7981,22,7,23165,5,5,5,Champions
11580,954,4,13226,1,3,3,Others
19839,451,5,14792,1,4,3,Cannot Lose Them
27005,97,6,20007,5,4,5,Champions
45881,45,6,14169,5,4,3,Loyal Customers
36442,111,8,14930,5,5,4,Champions
5591,1010,2,8459,1,1,2,Lost
36337,29,8,21642,5,5,5,Champions
29438,192,7,13782,5,5,3,Loyal Customers
16014,82,6,11398,5,4,3,Loyal Customers
17362,246,7,19544,5,5,5,Champions
23332,451,6,15574,1,4,4,Cannot Lose Them
10268,316,5,12324,5,4,3,Loyal Customers
5937,267,5,10184,5,4,2,New Customers
36738,319,4,14195,5,3,3,Loyal Customers
14799,129,8,11005,5,5,2,New Customers
17056,30,5,13753,5,4,3,Loyal Customers
7411,724,3,13189,1,2,3,Lost
28801,30,10,29118,5,5,5,Champions
44263,217,7,22216,5,5,5,Champions
21455,229,5,16731,5,4,4,Champions
13650,115,5,14185,5,4,3,Loyal Customers
27910,71,3,9087,5,2,2,New Customers
17515,13,3,5178,5,2,1,New Customers
39575,89,6,20605,5,4,5,Champions
7980,256,2,3792,5,1,1,New Customers
45755,31,7,14525,5,5,3,Loyal Customers
36308,84,6,17963,5,4,4,Champions
17246,185,6,13368,5,4,3,Loyal Customers
13908,557,3,9206,1,2,2,Lost
32516,372,4,12212,5,3,3,Loyal Customers
31677,292,7,22510,5,5,5,Champions
8807,510,3,7461,1,2,1,Lost
41091,110,5,14649,5,4,3,Loyal Customers
38097,173,6,7630,5,4,1,New Customers
6088,64,5,11035,5,4,2,New Customers
32500,8,5,6771,5,4,1,New Customers
16733,228,2,4319,5,1,1,New Customers
46086,191,5,9688,5,4,2,New Customers
14522,4,5,6595,5,4,1,New Customers
5246,243,10,26348,5,5,5,Champions
48948,362,7,16440,5,5,4,Champions
34634,412,2,7812,5,1,2,New Customers
20911,553,3,5166,1,2,1,Lost
34436,205,4,12976,5,3,3,Loyal Customers
20414,175,7,14962,5,5,4,Champions
13215,90,3,9182,5,2,2,New Customers
6091,308,3,5181,5,2,1,New Customers
9834,185,8,22610,5,5,5,Champions
34892,885,1,2199,1,1,1,Lost
44642,1,10,22546,5,5,5,Champions
19790,386,4,11425,5,3,3,Loyal Customers
13786,620,4,12466,1,3,3,Others
11718,57,11,26567,5,5,5,Champions
868,230,10,24373,5,5,5,Champions
16746,1061,1,2081,1,1,1,Lost
44181,36,5,7004,5,4,1,New Customers
13466,554,7,20286,1,5,5,Cannot Lose Them
10579,199,5,11196,5,4,2,New Customers
38001,310,4,14659,5,3,3,Loyal Customers
41067,117,6,12783,5,4,3,Loyal Customers
31292,20,9,32268,5,5,5,Champions
21082,88,7,16187,5,5,4,Champions
23116,581,5,13863,1,4,3,Cannot Lose Them
47923,0,4,9652,5,3,2,New Customers
2489,224,8,28322,5,5,5,Champions
14208,92,5,13134,5,4,3,Loyal Customers
6691,79,4,11007,5,3,2,New Customers
20561,181,5,19309,5,4,5,Champions
39082,138,8,15509,5,5,4,Champions
2343,474,4,8059,1,3,2,Others
40078,34,5,15421,5,4,4,Champions
14152,175,5,11403,5,4,3,Loyal Customers
39123,225,4,13513,5,3,3,Loyal Customers
23788,113,6,10272,5,4,2,New Customers
16840,47,6,12051,5,4,3,Loyal Customers
49827,155,6,18782,5,4,4,Champions
34592,47,5,12321,5,4,3,Loyal Customers
31505,171,9,18667,5,5,4,Champions
17319,165,10,29913,5,5,5,Champions
33731,229,5,16545,5,4,4,Champions
10998,685,6,16564,1,4,4,Cannot Lose Them
39179,120,6,15178,5,4,4,Champions
6197,129,3,6855,5,2,1,New Customers
2464,8,5,6041,5,4,1,New Customers
18471,1,6,13518,5,4,3,Loyal Customers
42567,151,9,31041,5,5,5,Champions
19060,238,5,9042,5,4,2,New Customers
41715,37,5,9607,5,4,2,New Customers
10826,443,3,4982,1,2,1,Lost
49984,183,5,15916,5,4,4,Champions
30459,220,6,13505,5,4,3,Loyal Customers
23414,36,6,19648,5,4,5,Champions
13375,472,8,16615,1,5,4,Cannot Lose Them
47254,292,7,14756,5,5,3,Loyal Customers
32159,171,3,9707,5,2,2,New Customers
46670,25,5,13931,5,4,3,Loyal Customers
39842,68,6,23336,5,4,5,Champions
42539,751,4,10479,1,3,2,Others
9444,75,4,10382,5,3,2,New Customers
21442,144,5,15978,5,4,4,Champions
11054,41,4,14330,5,3,3,Loyal Customers
20532,14,6,9367,5,4,2,New Customers
3932,135,5,13047,5,4,3,Loyal Customers
41604,1,8,24015,5,5,5,Champions
20365,160,7,21274,5,5,5,Champions
23652,104,4,13912,5,3,3,Loyal Customers
34202,314,4,15236,5,3,4,Loyal Customers
7523,3,6,20231,5,4,5,Champions
18361,71,7,16304,5,5,4,Champions
45013,77,5,12732,5,4,3,Loyal Customers
5274,35,2,6497,5,1,1,New Customers
10582,26,10,32612,5,5,5,Champions
41796,4,8,16558,5,5,4,Champions
11181,20,3,9607,5,2,2,New Customers
34287,486,6,21585,1,4,5,Cannot Lose Them
15463,263,3,8431,5,2,2,New Customers
26765,57,4,12604,5,3,3,Loyal Customers
24757,164,7,21350,5,5,5,Champions
34463,596,2,6382,1,1,1,Lost
8274,15,5,14645,5,4,3,Loyal Customers
37192,175,7,20393,5,5,5,Champions
32247,305,8,22642,5,5,5,Champions
39101,31,7,13085,5,5,3,Loyal Customers
33471,245,3,4922,5,2,1,New Customers
26566,239,5,11839,5,4,3,Loyal Customers
45095,135,8,23000,5,5,5,Champions
22391,7,9,24478,5,5,5,Champions
39290,456,6,13483,1,4,3,Cannot Lose Them
1615,619,5,20234,1,4,5,Cannot Lose Them
4781,26,4,9922,5,3,2,New Customers
2666,39,5,14060,5,4,3,Loyal Customers
14968,313,8,23623,5,5,5,Champions
32389,206,9,20809,5,5,5,Champions
22470,829,3,10274,1,2,2,Lost
45653,115,5,12569,5,4,3,Loyal Customers
1146,99,7,19808,5,5,5,Champions
47988,550,6,19903,1,4,5,Cannot Lose Them
10035,91,8,15486,5,5,4,Champions
22920,299,4,10044,5,3,2,New Customers
27630,12,10,32388,5,5,5,Champions
39693,285,3,10358,5,2,2,New Customers
22012,8,8,25774,5,5,5,Champions
4603,95,5,8108,5,4,2,New Customers
4820,105,5,12425,5,4,3,Loyal Customers
1355,12,2,5619,5,1,1,New Customers
30300,11,9,17950,5,5,4,Champions
12605,500,7,22418,1,5,5,Cannot Lose Them
3506,585,5,15593,1,4,4,Cannot Lose Them
42125,38,3,6734,5,2,1,New Customers
11479,163,4,12221,5,3,3,Loyal Customers
5507,42,6,12510,5,4,3,Loyal Customers
39910,253,5,2541,5,4,1,New Customers
27804,91,4,9758,5,3,2,New Customers
33505,69,6,17019,5,4,4,Champions
38461,31,7,14651,5,5,3,Loyal Customers
24224,75,4,11379,5,3,3,Loyal Customers
25702,271,4,8954,5,3,2,New Customers
559,289,6,20041,5,4,5,Champions
30824,311,7,19781,5,5,5,Champions
41976,171,11,23066,5,5,5,Champions
19030,1,13,40034,5,5,5,Champions
22749,4,5,10366,5,4,2,New Customers
3209,61,6,19320,5,4,5,Champions
32790,366,2,7121,5,1,1,New Customers
7794,261,3,7269,5,2,1,New Customers
37309,350,4,8231,5,3,2,New Customers
5225,99,6,17258,5,4,4,Champions
26432,93,7,13704,5,5,3,Loyal Customers
12929,13,9,34126,5,5,5,Champions
12024,10,3,7581,5,2,1,New Customers
42710,66,7,16812,5,5,4,Champions
48741,750,3,11083,1,2,2,Lost
46595,151,7,20587,5,5,5,Champions
39623,196,6,16582,5,4,4,Champions
26517,149,7,19969,5,5,5,Champions
17958,188,4,16694,5,3,4,Loyal Customers
22465,105,7,22406,5,5,5,Champions
49896,45,5,12633,5,4,3,Loyal Customers
8263,21,7,10309,5,5,2,New Customers
33728,142,5,12371,5,4,3,Loyal Customers
43107,128,7,18080,5,5,4,Champions
11364,99,3,9033,5,2,2,New Customers
12296,8,11,28951,5,5,5,Champions
31191,202,6,14500,5,4,3,Loyal Customers
10325,153,7,21987,5,5,5,Champions
11037,143,5,17303,5,4,4,Champions
41551,115,5,11797,5,4,3,Loyal Customers
13955,428,6,12284,1,4,3,Cannot Lose Them
33267,135,6,15532,5,4,4,Champions
42604,23,4,10485,5,3,2,New Customers
15662,18,2,2278,5,1,1,New Customers
14527,328,6,17060,5,4,4,Champions
14476,8,9,31312,5,5,5,Champions
25945,342,3,4424,5,2,1,New Customers
5466,112,4,8486,5,3,2,New Customers
11779,475,5,12293,1,4,3,Cannot Lose Them
46163,257,5,12882,5,4,3,Loyal Customers
2640,256,4,7541,5,3,1,New Customers
26988,216,6,13665,5,4,3,Loyal Customers
6370,293,7,21887,5,5,5,Champions
36452,257,4,5996,5,3,1,New Customers
27802,788,2,7467,1,1,1,Lost
26064,43,8,20732,5,5,5,Champions
24338,5,6,9957,5,4,2,New Customers
31068,66,5,16390,5,4,4,Champions
7362,39,9,26268,5,5,5,Champions
32914,49,7,25622,5,5,5,Champions
20494,415,9,30915,5,5,5,Champions
12291,148,8,21419,5,5,5,Champions
13216,279,3,11362,5,2,3,New Customers
7524,104,10,28139,5,5,5,Champions
8848,285,5,15409,5,4,4,Champions
32387,9,3,6075,5,2,1,New Customers
19809,128,8,21483,5,5,5,Champions
36276,218,6,16552,5,4,4,Champions
5103,390,4,7696,5,3,1,New Customers
41652,6,5,15961,5,4,4,Champions
43954,383,7,19400,5,5,5,Champions
15823,24,8,20031,5,5,5,Champions
48331,209,7,17997,5,5,4,Champions
15825,27,5,13619,5,4,3,Loyal Customers
40772,53,3,7219,5,2,1,New Customers
29968,653,3,9990,1,2,2,Lost
45088,590,6,20662,1,4,5,Cannot Lose Them
21003,226,6,13176,5,4,3,Loyal Customers
36623,49,8,24420,5,5,5,Champions
18710,129,4,8655,5,3,2,New Customers
3726,48,7,24244,5,5,5,Champions
41939,556,6,13918,1,4,3,Cannot Lose Them
48905,691,6,15069,1,4,4,Cannot Lose Them
19820,154,6,20151,5,4,5,Champions
32729,240,5,7688,5,4,1,New Customers
46487,39,9,19780,5,5,5,Champions
28694,570,5,12405,1,4,3,Cannot Lose Them
545,101,6,16230,5,4,4,Champions
29540,165,4,12932,5,3,3,Loyal Customers
23543,15,5,15892,5,4,4,Champions
38275,191,9,18512,5,5,4,Champions
15832,70,4,8258,5,3,2,New Customers
21538,840,1,3240,1,1,1,Lost
18219,27,7,27253,5,5,5,Champions
28077,130,7,15218,5,5,4,Champions
24071,246,11,31395,5,5,5,Champions
34448,139,5,15706,5,4,4,Champions
24797,11,8,17925,5,5,4,Champions
28698,586,3,8327,1,2,2,Lost
29520,82,7,16436,5,5,4,Champions
43523,418,4,11470,5,3,3,Loyal Customers
11206,1,7,19794,5,5,5,Champions
48011,921,4,8831,1,3,2,Others
21589,356,6,13136,5,4,3,Loyal Customers
33280,81,5,14249,5,4,3,Loyal Customers
5096,100,7,23628,5,5,5,Champions
15814,32,7,18290,5,5,4,Champions
35260,313,5,17917,5,4,4,Champions
26384,69,6,14852,5,4,4,Champions
12140,26,9,20200,5,5,5,Champions
19951,120,6,19572,5,4,5,Champions
22984,29,8,22371,5,5,5,Champions
7868,105,9,22963,5,5,5,Champions
35925,241,4,8655,5,3,2,New Customers
3350,110,8,21588,5,5,5,Champions
24232,384,5,12565,5,4,3,Loyal Customers
1951,694,4,11158,1,3,2,Others
846,309,4,10504,5,3,2,New Customers
41311,135,5,13067,5,4,3,Loyal Customers
14825,156,4,8316,5,3,2,New Customers
36022,323,4,14551,5,3,3,Loyal Customers
48697,10,8,20323,5,5,5,Champions
49343,2,6,13694,5,4,3,Loyal Customers
45501,59,6,15213,5,4,4,Champions
27135,14,4,10558,5,3,2,New Customers
19280,146,8,23920,5,5,5,Champions
8440,104,10,28531,5,5,5,Champions
9895,223,5,17394,5,4,4,Champions
96,90,6,21417,5,4,5,Champions
31121,9,6,19234,5,4,4,Champions
47336,378,5,11038,5,4,2,New Customers
4027,527,3,3750,1,2,1,Lost
28254,15,6,12012,5,4,3,Loyal Customers
45025,519,10,29874,1,5,5,Cannot Lose Them
17427,1,5,16669,5,4,4,Champions
42912,326,6,18358,5,4,4,Champions
10977,78,5,20091,5,4,5,Champions
15115,135,4,11973,5,3,3,Loyal Customers
38578,517,2,3004,1,1,1,Lost
32259,1180,2,6390,1,1,1,Lost
21907,301,3,7016,5,2,1,New Customers
7578,879,3,9890,1,2,2,Lost
36020,256,5,15157,5,4,4,Champions
31603,288,7,20456,5,5,5,Champions
33233,460,4,12515,1,3,3,Others
11601,354,2,5657,5,1,1,New Customers
38918,468,6,18171,1,4,4,Cannot Lose Them
21227,134,4,6099,5,3,1,New Customers
10197,6,6,23894,5,4,5,Champions
46816,303,6,21435,5,4,5,Champions
6436,24,6,21288,5,4,5,Champions
37222,268,3,5193,5,2,1,New Customers
36847,86,11,32138,5,5,5,Champions
39275,55,3,12435,5,2,3,New Customers
26045,130,6,17035,5,4,4,Champions
39081,469,4,11541,1,3,3,Others
20325,122,9,20391,5,5,5,Champions
35063,351,6,20388,5,4,5,Champions
25759,252,4,5211,5,3,1,New Customers
6541,700,5,16467,1,4,4,Cannot Lose Them
1811,743,2,6303,1,1,1,Lost
22377,81,10,29554,5,5,5,Champions
6261,512,3,9677,1,2,2,Lost
13390,374,5,14804,5,4,3,Loyal Customers
25822,101,5,11565,5,4,3,Loyal Customers
3364,16,9,27910,5,5,5,Champions
39339,118,4,12253,5,3,3,Loyal Customers
36928,194,5,16397,5,4,4,Champions
6600,203,2,5723,5,1,1,New Customers
22000,34,3,7135,5,2,1,New Customers
34200,204,3,10647,5,2,2,New Customers
26759,29,2,6402,5,1,1,New Customers
12175,300,6,18700,5,4,4,Champions
41382,67,3,5671,5,2,1,New Customers
38872,174,5,17707,5,4,4,Champions
17888,332,7,26211,5,5,5,Champions
12290,486,4,12613,1,3,3,Others
21221,467,6,15642,1,4,4,Cannot Lose Them
5657,224,3,6069,5,2,1,New Customers
39426,176,8,23037,5,5,5,Champions
20787,187,8,26989,5,5,5,Champions
17567,11,10,21269,5,5,5,Champions
17884,21,4,12935,5,3,3,Loyal Customers
34128,70,5,13534,5,4,3,Loyal Customers
7601,26,8,20046,5,5,5,Champions
22338,35,6,25675,5,4,5,Champions
42700,52,4,9646,5,3,2,New Customers
29962,68,7,9693,5,5,2,New Customers
9290,312,6,18563,5,4,4,Champions
7108,319,8,17521,5,5,4,Champions
9335,283,3,10003,5,2,2,New Customers
39177,104,4,8008,5,3,2,New Customers
48761,439,1,4757,1,1,1,Lost
15038,20,7,26292,5,5,5,Champions
34413,27,7,22317,5,5,5,Champions
47435,261,8,21359,5,5,5,Champions
48916,39,3,5415,5,2,1,New Customers
26417,188,3,4744,5,2,1,New Customers
9239,100,4,9486,5,3,2,New Customers
34328,407,4,8449,5,3,2,New Customers
37398,244,10,24889,5,5,5,Champions
28688,141,7,11766,5,5,3,Loyal Customers
49102,476,3,9558,1,2,2,Lost
21677,434,3,5816,1,2,1,Lost
33421,473,8,20972,1,5,5,Cannot Lose Them
44624,168,6,16251,5,4,4,Champions
40720,28,5,8690,5,4,2,New Customers
24257,67,7,27872,5,5,5,Champions
12445,517,3,7298,1,2,1,Lost
24992,154,3,8818,5,2,2,New Customers
48685,24,11,34860,5,5,5,Champions
32204,133,6,19781,5,4,5,Champions
42734,120,6,13325,5,4,3,Loyal Customers
39313,21,3,6815,5,2,1,New Customers
3249,204,4,11302,5,3,2,New Customers
30303,291,8,20495,5,5,5,Champions
4543,166,6,15695,5,4,4,Champions
10397,466,5,16319,1,4,4,Cannot Lose Them
33131,306,6,16066,5,4,4,Champions
20303,381,3,7741,5,2,2,New Customers
10767,313,5,14021,5,4,3,Loyal Customers
17335,66,5,13173,5,4,3,Loyal Customers
43855,252,8,24006,5,5,5,Champions
13805,57,6,10793,5,4,2,New Customers
23954,43,12,23411,5,5,5,Champions
6098,215,4,12052,5,3,3,Loyal Customers
11610,120,6,8192,5,4,2,New Customers
9292,106,7,25435,5,5,5,Champions
1407,116,6,9847,5,4,2,New Customers
28017,153,10,28279,5,5,5,Champions
22937,245,4,13778,5,3,3,Loyal Customers
49847,10,5,19612,5,4,5,Champions
14905,255,3,12207,5,2,3,New Customers
6914,23,4,15653,5,3,4,Loyal Customers
30383,304,5,18152,5,4,4,Champions
5,171,8,12524,5,5,3,Loyal Customers
27606,300,2,5901,5,1,1,New Customers
19289,130,8,14178,5,5,3,Loyal Customers
18076,4,4,9297,5,3,2,New Customers
49926,33,9,19022,5,5,4,Champions
2985,213,4,7982,5,3,2,New Customers
16016,74,2,6357,5,1,1,New Customers
30637,26,4,12089,5,3,3,Loyal Customers
36443,159,8,16607,5,5,4,Champions
28096,4,7,20682,5,5,5,Champions
18839,561,8,22552,1,5,5,Cannot Lose Them
14645,31,6,18242,5,4,4,Champions
45508,129,4,8335,5,3,2,New Customers
28548,39,9,30128,5,5,5,Champions
13291,164,6,17260,5,4,4,Champions
17528,131,6,13957,5,4,3,Loyal Customers
31815,278,7,19638,5,5,5,Champions
37101,507,3,12818,1,2,3,Lost
32024,295,9,25908,5,5,5,Champions
20075,227,6,15460,5,4,4,Champions
39249,7,7,16739,5,5,4,Champions
28021,298,6,22663,5,4,5,Champions
33114,188,7,15032,5,5,4,Champions
28207,117,4,8562,5,3,2,New Customers
22268,167,5,13811,5,4,3,Loyal Customers
35192,145,8,20529,5,5,5,Champions
3007,212,6,17768,5,4,4,Champions
10074,99,5,13302,5,4,3,Loyal Customers
30979,145,6,19915,5,4,5,Champions
42538,339,4,5537,5,3,1,New Customers
21069,132,8,13081,5,5,3,Loyal Customers
20890,335,7,20390,5,5,5,Champions
18199,439,3,11762,1,2,3,Lost
39698,1,10,25639,5,5,5,Champions
17787,38,5,15987,5,4,4,Champions
24135,28,13,38315,5,5,5,Champions
29980,447,4,7105,1,3,1,Others
32439,217,6,17829,5,4,4,Champions
27352,585,4,11127,1,3,2,Others
1010,84,8,29339,5,5,5,Champions
2197,62,9,24906,5,5,5,Champions
45827,318,5,11095,5,4,2,New Customers
5546,150,3,5863,5,2,1,New Customers
19210,52,4,12380,5,3,3,Loyal Customers
17500,62,3,5393,5,2,1,New Customers
33352,369,6,22293,5,4,5,Champions
8941,29,6,23317,5,4,5,Champions
28083,116,9,21624,5,5,5,Champions
20620,123,3,11620,5,2,3,New Customers
24315,262,2,9052,5,1,2,New Customers
22171,121,7,17449,5,5,4,Champions
37524,114,12,28761,5,5,5,Champions
11430,18,6,15397,5,4,4,Champions
45863,413,3,8512,5,2,2,New Customers
37686,851,3,7846,1,2,2,Lost
23862,544,3,10704,1,2,2,Lost
27897,4,6,13876,5,4,3,Loyal Customers
49130,100,10,29898,5,5,5,Champions
35513,308,4,7659,5,3,1,New Customers
4703,244,4,9814,5,3,2,New Customers
2824,132,3,5814,5,2,1,New Customers
40357,126,5,15341,5,4,4,Champions
26110,664,3,11347,1,2,3,Lost
17314,58,7,21568,5,5,5,Champions
4867,39,6,16892,5,4,4,Champions
44015,164,5,15940,5,4,4,Champions
28972,3,6,13826,5,4,3,Loyal Customers
33048,22,7,19452,5,5,5,Champions
1748,87,7,19046,5,5,4,Champions
2492,53,7,11502,5,5,3,Loyal Customers
45296,151,8,17769,5,5,4,Champions
42335,175,5,11220,5,4,2,New Customers
30701,24,6,14743,5,4,3,Loyal Customers
10520,61,8,26437,5,5,5,Champions
7214,231,5,20179,5,4,5,Champions
15567,406,7,18724,5,5,4,Champions
42827,113,7,19144,5,5,4,Champions
40224,326,4,8855,5,3,2,New Customers
46536,199,11,30470,5,5,5,Champions
12861,750,2,3476,1,1,1,Lost
22282,105,4,4944,5,3,1,New Customers
36082,26,5,11835,5,4,3,Loyal Customers
32930,83,7,12980,5,5,3,Loyal Customers
45078,247,6,20744,5,4,5,Champions
18409,100,3,4304,5,2,1,New Customers
23653,162,11,29973,5,5,5,Champions
11107,208,5,8330,5,4,2,New Customers
35961,95,4,12506,5,3,3,Loyal Customers
14038,161,5,10092,5,4,2,New Customers
4528,68,4,15179,5,3,4,Loyal Customers
2630,311,5,7021,5,4,1,New Customers
48929,165,7,16214,5,5,4,Champions
13917,652,5,10735,1,4,2,Cannot Lose Them
31567,173,3,6075,5,2,1,New Customers
17982,522,1,3021,1,1,1,Lost
3816,223,5,6192,5,4,1,New Customers
8507,142,10,29367,5,5,5,Champions
39752,134,5,14343,5,4,3,Loyal Customers
38483,148,9,26270,5,5,5,Champions
11156,638,5,11778,1,4,3,Cannot Lose Them
39130,25,4,7256,5,3,1,New Customers
48473,198,4,7238,5,3,1,New Customers
15194,268,4,11558,5,3,3,Loyal Customers
25618,42,8,19601,5,5,5,Champions
36200,270,6,14571,5,4,3,Loyal Customers
21153,120,6,13004,5,4,3,Loyal Customers
22029,907,4,15559,1,3,4,Others
36945,241,8,20622,5,5,5,Champions
11269,169,6,14666,5,4,3,Loyal Customers
10114,178,7,22449,5,5,5,Champions
41664,389,8,18599,5,5,4,Champions
26207,913,5,9743,1,4,2,Cannot Lose Them
37511,64,5,16222,5,4,4,Champions
23118,323,7,16003,5,5,4,Champions
36252,155,6,14008,5,4,3,Loyal Customers
23227,574,4,10570,1,3,2,Others
27604,185,6,18271,5,4,4,Champions
5227,457,6,21001,1,4,5,Cannot Lose Them
19750,284,9,20051,5,5,5,Champions
21245,427,7,18103,5,5,4,Champions
17669,655,4,10323,1,3,2,Others
35288,320,4,9971,5,3,2,New Customers
2554,100,7,19495,5,5,5,Champions
4390,530,3,9994,1,2,2,Lost
14880,36,10,31029,5,5,5,Champions
36732,39,7,19698,5,5,5,Champions
27635,342,5,10176,5,4,2,New Customers
49683,4,7,21377,5,5,5,Champions
19646,170,7,23961,5,5,5,Champions
38340,346,7,20723,5,5,5,Champions
42584,360,3,10833,5,2,2,New Customers
31379,341,5,15276,5,4,4,Champions
44076,494,3,11469,1,2,3,Lost
49923,32,3,13443,5,2,3,New Customers
2652,216,6,13546,5,4,3,Loyal Customers
27285,148,6,23073,5,4,5,Champions
33785,251,6,14148,5,4,3,Loyal Customers
29558,791,5,18400,1,4,4,Cannot Lose Them
989,232,4,14134,5,3,3,Loyal Customers
13177,387,8,23351,5,5,5,Champions
42959,135,6,19560,5,4,5,Champions
17643,231,4,14534,5,3,3,Loyal Customers
7396,53,7,23914,5,5,5,Champions
13919,157,7,17041,5,5,4,Champions
9327,210,5,13746,5,4,3,Loyal Customers
20299,120,7,19950,5,5,5,Champions
15394,18,12,42695,5,5,5,Champions
19655,840,5,13434,1,4,3,Cannot Lose Them
47350,16,7,21171,5,5,5,Champions
23442,27,8,29931,5,5,5,Champions
7156,524,6,17562,1,4,4,Cannot Lose Them
26735,94,5,15837,5,4,4,Champions
41591,66,8,18145,5,5,4,Champions
21630,122,9,19001,5,5,4,Champions
45373,250,5,9009,5,4,2,New Customers
25091,189,9,19556,5,5,5,Champions
47927,144,5,16474,5,4,4,Champions
35058,264,8,30450,5,5,5,Champions
32511,96,5,15321,5,4,4,Champions
2451,384,3,2178,5,2,1,New Customers
8385,150,4,11311,5,3,2,New Customers
4849,185,3,7775,5,2,2,New Customers
46223,172,6,13845,5,4,3,Loyal Customers
10056,324,6,9755,5,4,2,New Customers
35240,210,9,31772,5,5,5,Champions
11740,115,4,10628,5,3,2,New Customers
42309,6,9,22577,5,5,5,Champions
18265,369,3,5582,5,2,1,New Customers
46235,64,8,21790,5,5,5,Champions
49893,188,3,8773,5,2,2,New Customers
37737,110,7,19998,5,5,5,Champions
10754,425,2,7435,5,1,1,New Customers
37899,12,8,24591,5,5,5,Champions
24842,196,8,19745,5,5,5,Champions
10115,15,9,19461,5,5,5,Champions
48671,146,6,10930,5,4,2,New Customers
37348,399,4,14158,5,3,3,Loyal Customers
6906,480,8,16433,1,5,4,Cannot Lose Them
20212,276,7,18670,5,5,4,Champions
36678,182,5,16833,5,4,4,Champions
15374,73,3,3458,5,2,1,New Customers
25984,111,6,15258,5,4,4,Champions
17166,130,4,13499,5,3,3,Loyal Customers
14399,42,5,13699,5,4,3,Loyal Customers
20783,345,8,22346,5,5,5,Champions
13305,174,10,30292,5,5,5,Champions
10512,48,8,19629,5,5,5,Champions
39822,229,8,23261,5,5,5,Champions
3676,112,6,12933,5,4,3,Loyal Customers
39680,94,9,20327,5,5,5,Champions
22134,876,4,13408,1,3,3,Others
28398,14,8,23578,5,5,5,Champions
20336,347,6,13637,5,4,3,Loyal Customers
7425,71,8,25984,5,5,5,Champions
11981,63,4,12326,5,3,3,Loyal Customers
35543,307,5,9974,5,4,2,New Customers
4237,282,3,11378,5,2,3,New Customers
30591,224,5,15324,5,4,4,Champions
39398,79,4,14934,5,3,4,Loyal Customers
28025,195,8,28722,5,5,5,Champions
39265,265,3,9334,5,2,2,New Customers
27109,573,6,13678,1,4,3,Cannot Lose Them
19811,207,7,20074,5,5,5,Champions
27198,466,4,14403,1,3,3,Others
28329,370,4,16975,5,3,4,Loyal Customers
34452,694,4,11028,1,3,2,Others
7215,32,8,20070,5,5,5,Champions
7651,22,7,27767,5,5,5,Champions
31986,402,4,10800,5,3,2,New Customers
10341,569,4,13418,1,3,3,Others
26698,27,7,13771,5,5,3,Loyal Customers
2785,269,3,7780,5,2,2,New Customers
2964,38,8,19081,5,5,4,Champions
47271,117,5,18176,5,4,4,Champions
553,10,4,12928,5,3,3,Loyal Customers
24830,30,9,26140,5,5,5,Champions
8648,376,5,12824,5,4,3,Loyal Customers
34090,209,4,14341,5,3,3,Loyal Customers
26317,275,6,16964,5,4,4,Champions
419,59,8,23627,5,5,5,Champions
10417,52,3,7810,5,2,2,New Customers
24351,102,3,9232,5,2,2,New Customers
8161,251,9,20620,5,5,5,Champions
24940,8,11,31331,5,5,5,Champions
17851,47,5,14359,5,4,3,Loyal Customers
14584,54,10,18320,5,5,4,Champions
29031,184,2,8837,5,1,2,New Customers
45102,24,4,10709,5,3,2,New Customers
28910,4,6,17554,5,4,4,Champions
48656,273,5,12022,5,4,3,Loyal Customers
30177,44,7,18030,5,5,4,Champions
7715,822,5,11967,1,4,3,Cannot Lose Them
42679,125,7,21876,5,5,5,Champions
6581,222,7,14277,5,5,3,Loyal Customers
5327,121,6,15832,5,4,4,Champions
40937,58,8,19113,5,5,4,Champions
11984,227,6,13146,5,4,3,Loyal Customers
39346,28,8,23077,5,5,5,Champions
42246,142,4,9078,5,3,2,New Customers
1227,177,8,21753,5,5,5,Champions
48966,477,2,4382,1,1,1,Lost
8140,25,9,21021,5,5,5,Champions
20553,116,8,23834,5,5,5,Champions
44958,53,4,16853,5,3,4,Loyal Customers
14616,535,5,15632,1,4,4,Cannot Lose Them
32155,276,8,17981,5,5,4,Champions
48165,57,11,25049,5,5,5,Champions
44133,34,3,7785,5,2,2,New Customers
7664,133,8,22330,5,5,5,Champions
1128,566,4,12509,1,3,3,Others
5738,536,6,18128,1,4,4,Cannot Lose Them
30109,176,3,3124,5,2,1,New Customers
