Customer ID,Age,Gender,Total_Purchases,Total_Spent,Avg_Order_Value,Total_Items,Total_Returns,Avg_Return_Rate,First_Purchase,Last_Purchase,Churn,Customer_Lifetime_Days,Days_Since_Last_Purchase
35401,63,Female,5,10228,2045.6,9,1.0,0.25,2020-06-14,2023-06-20,0,1101,87
35402,35,Female,10,23162,2316.2,39,5.0,0.7142857142857143,2020-03-02,2023-08-13,0,1259,33
35403,22,Female,6,11888,1981.3333333333333,17,2.0,0.4,2021-02-07,2022-12-09,0,670,280
35406,70,Female,1,4084,4084.0,5,1.0,1.0,2021-07-24,2021-07-24,0,0,783
35408,67,Female,6,17592,2932.0,22,3.0,0.6,2022-02-06,2023-06-14,0,493,93
35410,66,Male,8,26351,3293.875,20,5.0,0.8333333333333334,2020-12-12,2022-12-18,0,736,271
35411,21,Female,4,11456,2864.0,10,1.0,0.25,2020-05-28,2023-04-21,1,1058,147
35415,24,Male,6,20012,3335.3333333333335,18,2.0,0.3333333333333333,2020-03-16,2023-08-23,0,1255,23
35419,45,Female,4,5563,1390.75,8,2.0,0.5,2021-01-11,2022-12-09,0,697,280
35420,21,Female,2,3899,1949.5,8,1.0,0.5,2020-01-01,2021-04-24,1,479,874
35431,58,Female,6,19635,3272.5,16,1.0,0.2,2020-06-15,2023-03-10,0,998,189
35432,62,Male,4,14211,3552.75,12,1.0,0.3333333333333333,2021-07-03,2022-05-25,1,326,478
35433,49,Male,4,6026,1506.5,13,2.0,0.5,2020-10-29,2023-05-24,1,937,114
35437,40,Female,3,13554,4518.0,6,0.0,0.0,2020-05-05,2023-02-18,0,1019,209
35438,58,Male,2,4646,2323.0,5,1.0,1.0,2021-03-21,2021-09-03,0,166,742
35443,69,Male,1,3485,3485.0,3,0.0,0.0,2021-02-09,2021-02-09,0,0,948
35445,59,Female,5,13425,2685.0,17,2.0,0.6666666666666666,2020-08-03,2022-07-02,1,698,440
35448,47,Male,3,9736,3245.3333333333335,11,,,2021-01-24,2023-07-10,0,897,67
35449,37,Male,6,14724,2454.0,19,2.0,0.3333333333333333,2021-07-20,2023-08-18,0,759,28
35450,59,Female,6,15235,2539.1666666666665,16,4.0,0.8,2020-04-10,2023-05-15,0,1130,123
35452,67,Female,4,8439,2109.75,11,3.0,0.75,2020-05-04,2021-08-25,0,478,751
35454,53,Female,5,11747,2349.4,8,4.0,0.8,2020-03-30,2023-07-27,0,1214,50
35455,26,Male,5,18501,3700.2,16,1.0,0.2,2020-01-11,2022-11-24,0,1048,295
35457,43,Male,9,25267,2807.4444444444443,27,5.0,0.7142857142857143,2020-08-12,2023-07-14,0,1066,63
35459,51,Male,10,25349,2534.9,33,5.0,0.5555555555555556,2020-02-06,2023-04-07,1,1156,161
35462,64,Male,3,6723,2241.0,6,1.0,0.3333333333333333,2020-05-06,2023-01-15,0,984,243
35467,67,Male,7,15724,2246.285714285714,21,4.0,0.6666666666666666,2020-03-01,2023-03-27,0,1121,172
35471,65,Male,3,9901,3300.3333333333335,9,0.0,0.0,2020-03-12,2021-02-24,0,349,933
35478,70,Female,7,16857,2408.1428571428573,26,1.0,0.2,2020-02-13,2023-09-11,0,1306,4
35482,49,Male,5,13529,2705.8,18,2.0,0.4,2020-09-06,2023-05-26,0,992,112
35489,34,Female,3,5597,1865.6666666666667,8,1.0,0.3333333333333333,2021-11-17,2022-10-06,0,323,344
35490,24,Female,6,11044,1840.6666666666667,20,2.0,0.5,2020-10-11,2022-07-11,0,638,431
35496,69,Male,4,10997,2749.25,17,1.0,0.3333333333333333,2021-04-11,2022-06-15,0,430,457
35498,21,Male,4,4881,1220.25,16,0.0,0.0,2020-01-03,2023-06-25,0,1269,82
35503,28,Male,5,15750,3150.0,15,4.0,1.0,2020-06-21,2022-01-30,0,588,593
35504,58,Female,7,19481,2783.0,15,2.0,0.3333333333333333,2020-08-27,2023-06-19,0,1026,88
35505,30,Female,4,15707,3926.75,17,2.0,0.5,2021-01-24,2022-08-16,1,569,395
35506,30,Female,2,6215,3107.5,10,1.0,1.0,2020-06-06,2021-02-11,0,250,946
35507,26,Male,6,18265,3044.1666666666665,21,2.0,0.4,2020-09-06,2023-06-22,1,1019,85
35508,49,Male,8,24522,3065.25,22,2.0,0.3333333333333333,2020-12-03,2023-08-24,0,994,22
35509,40,Male,6,16112,2685.3333333333335,19,2.0,0.4,2021-07-07,2023-07-11,0,734,66
35511,40,Female,3,6374,2124.6666666666665,9,2.0,0.6666666666666666,2020-07-30,2021-10-08,1,435,707
35513,32,Male,4,7659,1914.75,12,0.0,0.0,2020-02-14,2022-11-11,0,1001,308
35514,29,Male,4,13642,3410.5,8,2.0,0.6666666666666666,2020-12-18,2023-04-02,1,835,166
35516,53,Female,4,6883,1720.75,5,2.0,0.5,2021-08-25,2023-08-30,0,735,16
35523,70,Male,4,13596,3399.0,15,0.0,0.0,2020-12-08,2023-07-11,0,945,66
35524,65,Female,5,17095,3419.0,15,1.0,0.3333333333333333,2020-09-16,2022-05-09,0,600,494
35527,48,Male,3,11631,3877.0,5,2.0,0.6666666666666666,2021-03-01,2022-07-23,0,509,419
35528,69,Female,6,24054,4009.0,22,3.0,0.6,2021-07-07,2023-06-03,0,696,104
35529,68,Male,4,12566,3141.5,12,1.0,0.3333333333333333,2021-07-02,2023-08-19,0,778,27
35534,42,Male,6,16688,2781.3333333333335,19,5.0,0.8333333333333334,2021-06-28,2023-08-09,0,772,37
35535,59,Female,4,12261,3065.25,13,2.0,0.6666666666666666,2020-12-14,2023-04-27,0,864,141
35536,23,Female,10,29434,2943.4,23,4.0,0.5714285714285714,2020-01-30,2022-04-24,0,815,509
35538,46,Female,3,11256,3752.0,9,1.0,0.3333333333333333,2020-10-08,2023-07-06,1,1001,71
35540,49,Female,11,37567,3415.181818181818,43,3.0,0.3333333333333333,2020-08-04,2023-04-27,0,996,141
35541,20,Female,7,18342,2620.285714285714,19,3.0,0.6,2020-05-09,2023-09-14,0,1223,1
35543,40,Male,5,9974,1994.8,19,4.0,1.0,2020-11-27,2022-11-12,0,715,307
35546,28,Male,5,10602,2120.4,13,4.0,1.0,2021-01-16,2023-04-10,0,814,158
35552,61,Male,6,19294,3215.6666666666665,17,2.0,0.6666666666666666,2021-03-22,2023-03-23,0,731,176
35554,24,Male,4,7931,1982.75,12,2.0,0.5,2020-09-28,2023-06-04,0,979,103
35560,67,Male,8,22451,2806.375,26,4.0,0.6666666666666666,2020-08-05,2023-06-26,0,1055,81
35565,58,Male,6,15983,2663.8333333333335,22,6.0,1.0,2020-07-31,2023-08-11,0,1106,35
35567,22,Female,10,29828,2982.8,25,6.0,0.75,2020-05-24,2023-06-03,0,1105,104
35568,46,Male,5,13609,2721.8,14,1.0,0.2,2020-04-05,2022-08-13,0,860,398
35571,62,Male,8,25982,3247.75,23,4.0,0.5714285714285714,2020-10-16,2023-03-28,1,893,171
35574,26,Male,2,5582,2791.0,10,1.0,1.0,2021-09-04,2022-07-15,0,314,427
35579,50,Female,9,28208,3134.222222222222,30,3.0,0.5,2020-05-02,2022-11-04,1,916,315
35583,18,Male,7,20943,2991.8571428571427,17,2.0,0.3333333333333333,2020-02-10,2023-07-26,1,1262,51
35588,69,Female,5,14212,2842.4,10,1.0,0.25,2020-07-15,2023-03-20,0,978,179
35592,70,Male,3,3081,1027.0,8,1.0,0.3333333333333333,2020-01-29,2023-05-02,0,1189,136
35593,22,Female,6,23243,3873.8333333333335,17,3.0,0.5,2020-03-06,2022-05-11,0,796,492
35594,59,Female,4,13866,3466.5,7,3.0,0.75,2020-06-21,2023-01-22,0,945,236
35595,62,Male,6,13092,2182.0,20,2.0,0.4,2020-04-24,2023-06-30,0,1162,77
35596,28,Male,2,3462,1731.0,9,,,2020-05-08,2023-07-19,0,1167,58
35601,27,Female,4,10548,2637.0,11,0.0,0.0,2020-04-17,2023-02-06,0,1025,221
35603,46,Female,7,19661,2808.714285714286,21,2.0,0.3333333333333333,2021-07-05,2023-01-18,1,562,240
35606,30,Female,6,18263,3043.8333333333335,20,2.0,0.4,2020-07-19,2023-01-30,0,925,228
35608,59,Female,3,6776,2258.6666666666665,9,1.0,0.3333333333333333,2020-02-04,2023-08-16,0,1289,30
35609,39,Female,8,16746,2093.25,31,2.0,0.4,2020-04-29,2023-02-06,1,1013,221
35610,70,Male,2,2514,1257.0,4,0.0,0.0,2020-01-29,2020-09-10,0,225,1100
35616,27,Female,2,7274,3637.0,4,1.0,1.0,2021-08-16,2022-01-10,0,147,613
35619,68,Male,3,8557,2852.3333333333335,10,1.0,1.0,2022-01-24,2023-06-22,0,514,85
35626,41,Male,9,33209,3689.8888888888887,27,3.0,0.42857142857142855,2020-01-12,2023-07-19,0,1284,58
35627,20,Female,6,20055,3342.5,17,2.0,0.3333333333333333,2021-03-30,2023-04-05,0,736,163
35632,65,Male,3,5927,1975.6666666666667,8,2.0,0.6666666666666666,2020-07-27,2023-07-07,0,1075,70
35633,35,Male,5,9362,1872.4,22,1.0,0.5,2022-04-06,2023-01-23,0,292,235
35635,45,Female,4,14228,3557.0,8,1.0,0.3333333333333333,2020-06-27,2023-03-02,0,978,197
35636,66,Male,3,6049,2016.3333333333333,10,3.0,1.0,2022-02-09,2023-03-30,0,414,169
35637,61,Male,8,31241,3905.125,26,4.0,0.6666666666666666,2020-01-30,2023-08-19,0,1297,27
35643,65,Male,9,20323,2258.1111111111113,32,5.0,0.7142857142857143,2020-04-24,2023-08-30,0,1223,16
35649,44,Male,3,10291,3430.3333333333335,7,2.0,0.6666666666666666,2022-04-03,2022-11-21,0,232,298
35652,49,Female,6,21914,3652.3333333333335,25,2.0,0.3333333333333333,2021-02-17,2023-05-27,1,829,111
35653,58,Female,2,8172,4086.0,2,0.0,0.0,2022-04-28,2023-04-25,0,362,143
35654,53,Female,1,4109,4109.0,1,0.0,0.0,2022-08-09,2022-08-09,1,0,402
35663,24,Female,6,22528,3754.6666666666665,12,0.0,0.0,2020-12-09,2023-06-20,0,923,87
35665,67,Female,4,15398,3849.5,10,4.0,1.0,2020-10-19,2022-12-28,0,800,261
35669,27,Male,8,23131,2891.375,24,1.0,0.14285714285714285,2020-04-14,2023-07-24,1,1196,53
35670,59,Male,7,20787,2969.5714285714284,23,2.0,0.2857142857142857,2020-05-27,2023-02-08,0,987,219
35672,54,Male,7,23749,3392.714285714286,19,3.0,0.5,2020-07-02,2022-08-04,0,763,407
35675,57,Male,4,13301,3325.25,10,1.0,0.5,2020-07-20,2022-08-30,0,771,381
35679,39,Male,12,31849,2654.0833333333335,36,8.0,0.7272727272727273,2020-02-28,2023-07-27,0,1245,50
35680,50,Male,5,19733,3946.6,16,0.0,0.0,2020-05-23,2023-05-16,0,1088,122
35683,32,Female,4,13272,3318.0,15,3.0,0.75,2020-04-04,2022-11-03,1,943,316
35688,36,Male,7,20040,2862.8571428571427,23,1.0,0.3333333333333333,2020-01-30,2023-07-31,0,1278,46
35689,43,Male,5,12595,2519.0,19,1.0,0.25,2020-03-04,2023-07-10,0,1223,67
35691,39,Male,5,10786,2157.2,19,2.0,0.6666666666666666,2020-01-02,2021-01-02,0,366,986
35692,51,Female,9,26539,2948.777777777778,20,5.0,0.625,2020-04-03,2023-08-22,0,1236,24
35694,33,Male,5,10227,2045.4,21,2.0,0.4,2020-07-15,2022-05-13,0,667,490
35698,25,Female,6,13392,2232.0,18,4.0,0.8,2020-10-15,2023-07-19,1,1007,58
35700,30,Female,2,6411,3205.5,9,0.0,0.0,2021-02-21,2022-06-29,1,493,443
35701,32,Male,1,2406,2406.0,1,1.0,1.0,2023-03-15,2023-03-15,1,0,184
35702,44,Male,3,6300,2100.0,8,1.0,0.3333333333333333,2020-11-27,2022-10-07,0,679,343
35709,56,Female,5,18161,3632.2,19,0.0,0.0,2020-02-29,2023-09-15,0,1294,0
35711,19,Male,6,12398,2066.3333333333335,19,1.0,0.25,2020-02-21,2023-03-13,0,1116,186
35713,43,Female,7,13589,1941.2857142857142,20,3.0,0.5,2020-04-28,2023-08-27,0,1216,19
35715,20,Female,8,22141,2767.625,25,2.0,0.5,2020-10-01,2023-02-15,0,867,212
35720,18,Female,3,8942,2980.6666666666665,11,2.0,0.6666666666666666,2020-10-01,2022-10-01,0,730,349
35721,37,Female,3,6511,2170.3333333333335,5,2.0,0.6666666666666666,2020-09-29,2021-09-29,1,365,716
35722,62,Female,4,6098,1524.5,15,1.0,0.3333333333333333,2020-07-19,2023-01-06,0,901,252
35725,34,Male,6,21736,3622.6666666666665,15,1.0,0.2,2020-01-08,2022-07-11,0,915,431
35726,66,Female,4,10002,2500.5,10,1.0,0.3333333333333333,2020-07-26,2023-03-29,0,976,170
35733,40,Female,5,10893,2178.6,13,2.0,0.4,2020-07-28,2023-07-24,0,1091,53
35734,23,Female,8,27587,3448.375,23,5.0,0.7142857142857143,2020-07-11,2023-07-01,0,1085,76
35736,68,Male,8,22327,2790.875,28,3.0,0.6,2020-04-22,2023-08-14,0,1209,32
35739,45,Male,2,5759,2879.5,7,0.0,0.0,2021-03-31,2022-03-20,0,354,544
35741,44,Female,3,9342,3114.0,9,1.0,0.5,2020-01-13,2021-10-24,0,650,691
35747,36,Male,4,13960,3490.0,12,3.0,1.0,2020-01-15,2022-08-19,0,947,392
35752,33,Male,2,9085,4542.5,7,2.0,1.0,2021-05-16,2021-12-01,0,199,653
35753,24,Male,9,25124,2791.5555555555557,27,2.0,0.2857142857142857,2020-05-05,2023-07-14,0,1165,63
35756,40,Male,4,6218,1554.5,14,0.0,0.0,2021-01-22,2022-03-06,0,408,558
35763,60,Male,3,12202,4067.3333333333335,8,0.0,0.0,2021-08-03,2022-06-14,0,315,458
35765,28,Female,6,12026,2004.3333333333333,24,1.0,0.16666666666666666,2020-01-24,2021-11-06,0,652,678
35767,29,Male,5,15287,3057.4,12,2.0,0.5,2020-08-29,2022-11-17,1,810,302
35782,45,Male,2,5151,2575.5,4,1.0,0.5,2022-01-28,2022-07-07,0,160,435
35783,51,Female,4,10069,2517.25,14,1.0,0.5,2020-08-16,2023-02-22,0,920,205
35786,49,Female,8,14507,1813.375,28,2.0,0.3333333333333333,2020-06-16,2023-02-22,0,981,205
35788,51,Female,6,17337,2889.5,23,2.0,0.5,2020-01-16,2023-02-26,0,1137,201
35792,46,Male,2,7667,3833.5,6,1.0,1.0,2021-06-25,2022-09-19,0,451,361
35794,30,Male,4,9726,2431.5,10,1.0,0.25,2020-02-07,2021-11-24,0,656,660
35796,40,Female,7,13677,1953.857142857143,23,2.0,0.3333333333333333,2020-01-09,2023-08-26,0,1325,20
35798,53,Female,4,10333,2583.25,13,3.0,1.0,2021-06-25,2023-08-06,0,772,40
35800,47,Male,4,7870,1967.5,14,2.0,0.6666666666666666,2020-03-20,2022-07-16,0,848,426
35801,20,Female,3,9967,3322.3333333333335,9,1.0,0.3333333333333333,2021-08-05,2022-10-16,0,437,334
35803,50,Female,4,10334,2583.5,16,3.0,0.75,2022-03-28,2023-07-25,0,484,52
35804,62,Female,9,29974,3330.4444444444443,31,1.0,0.14285714285714285,2020-01-11,2023-06-28,1,1264,79
35805,63,Female,5,7949,1589.8,20,2.0,0.5,2020-01-19,2023-05-08,0,1205,130
35806,20,Female,5,10472,2094.4,16,2.0,0.5,2020-04-17,2022-08-02,0,837,409
35809,59,Female,9,23453,2605.8888888888887,25,5.0,0.625,2020-01-13,2022-04-11,0,819,522
35812,20,Female,4,10640,2660.0,15,2.0,0.5,2020-07-16,2023-08-15,0,1125,31
35816,46,Male,6,19502,3250.3333333333335,14,2.0,0.5,2021-05-31,2023-06-05,1,735,102
35817,51,Female,8,24612,3076.5,23,4.0,0.5714285714285714,2020-07-11,2022-10-31,0,842,319
35818,23,Female,4,8145,2036.25,12,2.0,1.0,2020-10-30,2022-01-03,0,430,620
35820,55,Male,1,3567,3567.0,2,1.0,1.0,2022-07-09,2022-07-09,0,0,433
35823,32,Female,2,5925,2962.5,5,0.0,0.0,2020-10-16,2022-03-04,0,504,560
35826,21,Female,6,13052,2175.3333333333335,15,2.0,0.4,2020-11-25,2023-08-15,0,993,31
35829,24,Female,9,19809,2201.0,33,4.0,0.5,2020-02-10,2023-03-20,1,1134,179
35830,61,Female,5,14779,2955.8,15,3.0,0.6,2021-04-29,2022-10-14,0,533,336
35836,24,Female,9,33308,3700.8888888888887,28,4.0,0.5714285714285714,2020-04-23,2023-02-16,0,1029,211
35839,29,Male,2,3263,1631.5,7,1.0,0.5,2020-02-26,2020-04-05,1,39,1258
35840,41,Female,3,5587,1862.3333333333333,8,1.0,0.3333333333333333,2020-08-16,2023-09-12,0,1122,3
35846,42,Female,3,7242,2414.0,10,2.0,0.6666666666666666,2020-01-28,2023-07-02,0,1251,75
35849,51,Female,6,14849,2474.8333333333335,19,1.0,0.25,2020-01-27,2022-05-27,0,851,476
35852,22,Male,8,19836,2479.5,22,4.0,0.8,2020-02-09,2023-01-01,0,1057,257
35855,61,Male,4,5117,1279.25,11,3.0,0.75,2021-09-19,2023-03-01,0,528,198
35859,26,Male,8,17757,2219.625,31,5.0,0.8333333333333334,2020-11-21,2023-06-29,0,950,78
35861,35,Female,7,23505,3357.8571428571427,17,5.0,0.8333333333333334,2020-02-02,2023-07-10,0,1254,67
35864,44,Female,3,12467,4155.666666666667,8,1.0,0.5,2021-02-13,2021-07-12,0,149,795
35865,61,Male,4,12917,3229.25,16,0.0,0.0,2021-07-16,2023-06-28,0,712,79
35866,70,Female,6,26880,4480.0,21,2.0,0.3333333333333333,2020-08-22,2023-07-19,0,1061,58
35868,59,Female,3,8444,2814.6666666666665,6,1.0,0.5,2022-03-24,2023-05-22,0,424,116
35876,39,Male,3,10817,3605.6666666666665,14,2.0,0.6666666666666666,2021-12-21,2022-11-25,1,339,294
35886,56,Male,6,17298,2883.0,18,1.0,0.2,2020-01-17,2023-02-20,0,1130,207
35896,42,Female,4,14037,3509.25,12,3.0,0.75,2020-05-16,2023-04-04,0,1053,164
35899,26,Male,2,4177,2088.5,3,,,2020-12-11,2023-09-05,0,998,10
35901,32,Female,3,9989,3329.6666666666665,10,2.0,0.6666666666666666,2020-03-01,2021-07-23,1,509,784
35902,30,Female,8,17625,2203.125,22,4.0,0.8,2020-02-24,2023-05-25,0,1186,113
35905,37,Female,11,30111,2737.3636363636365,31,3.0,0.3333333333333333,2020-06-29,2023-09-07,0,1165,8
35908,41,Female,5,11686,2337.2,14,2.0,0.6666666666666666,2021-12-05,2023-02-11,0,433,216
35909,60,Male,4,9566,2391.5,12,2.0,0.5,2020-06-03,2023-09-01,1,1185,14
35910,29,Male,3,9940,3313.3333333333335,10,2.0,0.6666666666666666,2020-09-19,2022-01-09,0,477,614
35911,30,Female,4,8085,2021.25,11,0.0,0.0,2020-05-24,2023-06-30,0,1132,77
35912,23,Male,2,5494,2747.0,8,0.0,0.0,2021-09-19,2021-12-27,1,99,627
35915,56,Male,5,18678,3735.6,14,0.0,0.0,2020-10-08,2022-03-23,0,531,541
35917,68,Male,6,18179,3029.8333333333335,21,3.0,0.5,2021-04-28,2023-06-20,0,783,87
35922,62,Male,10,30454,3045.4,25,5.0,0.5,2020-06-02,2023-09-01,0,1186,14
35924,64,Male,3,8197,2732.3333333333335,9,1.0,0.3333333333333333,2020-02-04,2023-05-28,1,1209,110
35925,34,Male,4,8655,2163.75,12,2.0,1.0,2020-01-20,2023-01-17,0,1093,241
35926,39,Female,6,21089,3514.8333333333335,23,2.0,0.3333333333333333,2020-04-21,2022-10-03,0,895,347
35927,51,Female,1,3228,3228.0,5,1.0,1.0,2023-08-31,2023-08-31,0,0,15
35928,20,Female,6,12100,2016.6666666666667,20,3.0,0.6,2020-03-02,2023-05-26,0,1180,112
35933,27,Female,7,25042,3577.4285714285716,22,4.0,0.5714285714285714,2020-04-12,2023-08-27,1,1232,19
35936,45,Male,3,5143,1714.3333333333333,12,0.0,0.0,2021-06-15,2021-10-08,0,115,707
35940,20,Male,3,10050,3350.0,15,0.0,0.0,2020-06-06,2022-08-10,0,795,401
35942,48,Male,4,13440,3360.0,12,1.0,0.25,2020-07-06,2023-07-28,1,1117,49
35943,69,Female,9,24783,2753.6666666666665,24,5.0,0.5555555555555556,2021-02-14,2023-04-14,1,789,154
35945,32,Male,2,8504,4252.0,6,1.0,0.5,2020-06-08,2022-04-06,0,667,527
35947,18,Female,7,19228,2746.8571428571427,28,3.0,0.42857142857142855,2020-04-03,2023-07-17,0,1200,60
35948,52,Male,1,5052,5052.0,5,,,2020-11-15,2020-11-15,1,0,1034
35950,31,Female,4,7413,1853.25,13,1.0,0.5,2020-02-19,2023-05-07,0,1173,131
35951,20,Female,5,16059,3211.8,15,3.0,1.0,2020-08-03,2023-05-24,0,1024,114
35954,54,Male,6,15448,2574.6666666666665,13,2.0,0.4,2020-01-23,2023-09-06,0,1322,9
35961,43,Female,4,12506,3126.5,9,1.0,0.25,2022-01-01,2023-06-12,0,527,95
35963,41,Male,11,33604,3054.909090909091,37,4.0,0.4444444444444444,2020-03-24,2023-09-10,0,1265,5
35964,20,Female,5,10614,2122.8,16,2.0,0.5,2020-02-03,2023-07-29,0,1272,48
35969,59,Male,5,13637,2727.4,13,3.0,0.6,2021-03-18,2023-03-01,1,713,198
35970,43,Male,4,7563,1890.75,8,1.0,0.25,2020-01-07,2022-09-11,0,978,369
35975,36,Male,7,13132,1876.0,23,4.0,0.6666666666666666,2020-09-03,2023-01-17,0,866,241
35977,30,Male,6,20004,3334.0,16,0.0,0.0,2021-10-02,2023-03-05,1,519,194
35982,31,Female,7,15667,2238.1428571428573,18,2.0,0.4,2020-01-18,2023-03-07,0,1144,192
35985,23,Female,5,7974,1594.8,19,1.0,0.3333333333333333,2020-09-25,2023-01-15,0,842,243
35986,32,Male,8,20721,2590.125,22,3.0,0.375,2020-05-15,2023-04-21,0,1071,147
35988,42,Male,6,15289,2548.1666666666665,20,4.0,0.6666666666666666,2020-01-13,2022-11-30,0,1052,289
35992,52,Male,11,36539,3321.7272727272725,37,4.0,0.4444444444444444,2020-03-09,2023-07-01,0,1209,76
35995,20,Female,4,8480,2120.0,13,0.0,0.0,2020-02-01,2022-10-10,0,982,340
36009,57,Male,4,17206,4301.5,12,1.0,0.3333333333333333,2020-05-15,2023-03-05,0,1024,194
36012,50,Male,8,29827,3728.375,24,3.0,0.5,2020-07-13,2023-06-20,0,1072,87
36016,33,Male,2,3800,1900.0,7,2.0,1.0,2021-07-22,2022-06-11,0,324,461
36018,57,Female,7,27878,3982.5714285714284,20,5.0,0.8333333333333334,2020-06-11,2023-06-28,0,1112,79
36019,35,Female,4,9373,2343.25,12,2.0,0.5,2020-09-02,2023-09-01,1,1094,14
36020,18,Male,5,15157,3031.4,17,3.0,0.75,2020-06-20,2023-01-02,1,926,256
36022,53,Male,4,14551,3637.75,14,1.0,0.5,2020-10-24,2022-10-27,0,733,323
36023,22,Female,6,11256,1876.0,17,2.0,0.5,2020-01-12,2022-06-22,0,892,450
36024,35,Male,3,5381,1793.6666666666667,7,0.0,0.0,2020-01-17,2022-06-02,0,867,470
36025,63,Female,3,9009,3003.0,10,1.0,0.5,2022-12-26,2023-08-06,0,223,40
36026,21,Male,5,14074,2814.8,14,1.0,0.25,2020-09-06,2022-11-05,0,790,314
36031,48,Male,7,18620,2660.0,21,3.0,0.6,2020-01-07,2023-05-04,1,1213,134
36034,29,Female,3,11854,3951.3333333333335,7,3.0,1.0,2020-01-02,2022-06-25,0,905,447
36035,66,Female,3,10513,3504.3333333333335,7,1.0,0.5,2020-04-10,2021-12-26,1,625,628
36038,68,Male,2,7105,3552.5,4,2.0,1.0,2022-11-12,2023-05-19,0,188,119
36039,63,Female,8,22095,2761.875,25,2.0,0.2857142857142857,2020-05-23,2022-11-19,0,910,300
36042,60,Female,6,13291,2215.1666666666665,22,4.0,0.6666666666666666,2020-04-27,2022-11-12,0,929,307
36046,70,Female,9,22938,2548.6666666666665,27,6.0,0.75,2021-01-09,2023-09-13,0,977,2
36048,26,Female,4,10273,2568.25,13,1.0,0.25,2020-12-08,2022-09-09,0,640,371
36055,39,Female,6,10130,1688.3333333333333,18,3.0,0.75,2020-03-30,2022-04-26,0,757,507
36058,19,Male,1,3364,3364.0,5,0.0,0.0,2022-12-27,2022-12-27,0,0,262
36060,56,Male,3,7157,2385.6666666666665,9,1.0,0.3333333333333333,2022-03-06,2023-02-17,0,348,210
36062,28,Female,7,15671,2238.714285714286,13,3.0,0.5,2020-03-04,2023-08-08,0,1252,38
36063,63,Female,4,10721,2680.25,7,1.0,0.5,2020-09-25,2023-08-17,1,1056,29
36064,59,Male,2,3803,1901.5,7,0.0,0.0,2020-01-15,2022-04-16,0,822,517
36066,22,Female,9,21000,2333.3333333333335,28,2.0,0.2222222222222222,2020-02-21,2023-08-26,1,1282,20
36069,44,Female,5,10193,2038.6,16,1.0,0.3333333333333333,2020-07-15,2022-07-14,0,729,428
36074,30,Male,4,11474,2868.5,12,0.0,0.0,2020-01-05,2022-11-27,0,1057,292
36076,42,Male,3,6838,2279.3333333333335,9,2.0,1.0,2021-01-27,2023-07-30,1,914,47
36078,52,Male,2,4475,2237.5,8,0.0,0.0,2020-01-15,2022-06-20,0,887,452
36080,54,Male,5,9043,1808.6,22,1.0,0.25,2020-05-26,2023-03-11,0,1019,188
36082,45,Female,5,11835,2367.0,16,2.0,0.6666666666666666,2021-01-15,2023-08-20,1,947,26
36083,19,Male,3,12538,4179.333333333333,8,1.0,0.3333333333333333,2021-07-06,2021-09-21,0,77,724
36088,56,Female,5,16182,3236.4,16,4.0,0.8,2020-04-23,2023-01-24,0,1006,234
36092,30,Female,5,19171,3834.2,19,1.0,0.5,2020-01-02,2022-05-27,0,876,476
36098,68,Female,4,17478,4369.5,12,2.0,0.5,2020-02-10,2022-05-02,0,812,501
36100,32,Female,8,23840,2980.0,24,3.0,0.42857142857142855,2020-10-19,2023-08-24,0,1039,22
36103,25,Female,3,4688,1562.6666666666667,4,0.0,0.0,2021-02-27,2022-12-27,0,668,262
36106,56,Male,8,18837,2354.625,28,5.0,0.625,2020-01-20,2023-03-09,0,1144,190
36108,55,Male,8,19859,2482.375,26,4.0,0.6666666666666666,2020-06-23,2023-08-05,0,1138,41
36112,60,Female,5,11839,2367.8,11,2.0,0.5,2020-04-09,2023-08-06,1,1214,40
36114,70,Female,6,21858,3643.0,16,3.0,0.6,2020-02-28,2022-10-18,1,963,332
36117,18,Female,4,13977,3494.25,15,1.0,0.25,2020-01-22,2021-05-31,1,495,837
36120,43,Female,2,4308,2154.0,2,0.0,0.0,2022-05-01,2022-10-08,0,160,342
36123,31,Male,7,23978,3425.4285714285716,16,1.0,0.5,2020-11-25,2023-06-27,0,944,80
36127,70,Male,5,15151,3030.2,14,3.0,0.75,2020-03-31,2023-09-14,0,1262,1
36128,32,Female,5,11859,2371.8,13,1.0,0.3333333333333333,2020-07-02,2023-03-27,0,998,172
36129,68,Male,5,18587,3717.4,13,1.0,0.3333333333333333,2020-06-18,2023-05-04,0,1050,134
36130,46,Male,3,4577,1525.6666666666667,11,2.0,1.0,2021-04-08,2022-09-27,0,537,353
36131,23,Male,10,24499,2449.9,30,3.0,0.5,2020-02-06,2023-08-26,1,1297,20
36135,39,Female,3,10571,3523.6666666666665,10,2.0,0.6666666666666666,2021-04-05,2021-12-09,0,248,645
36136,46,Male,9,26147,2905.222222222222,24,3.0,0.375,2020-10-16,2023-05-25,0,951,113
36143,21,Female,5,17860,3572.0,18,2.0,0.4,2020-01-04,2023-04-29,0,1211,139
36144,66,Male,4,12198,3049.5,9,3.0,0.75,2022-02-20,2023-03-29,0,402,170
36146,63,Male,7,19078,2725.4285714285716,23,3.0,0.5,2020-06-09,2023-04-28,0,1053,140
36147,52,Female,7,19621,2803.0,22,4.0,0.6666666666666666,2020-01-12,2023-03-04,0,1147,195
